f1,f2,f3,f4,f5,f6,f7,f8,emb57,label
2,2,5.0,3068,930,4.320078226857888,1,3,-0.018964773,1
69,55,4.449275362318841,326,368,4.404907975460123,174,251,0.021207169,0
4,3,4.5,13,8,4.538461538461538,14,24,0.009001181,1
31,31,4.870967741935484,806,61,4.615384615384615,80,94,-0.027578628,0
36,31,3.8333333333333335,16,6,4.75,176,320,0.01137136,0
17,14,4.470588235294118,3,0,5.0,17,260,0.004579475,0
8,7,5.0,755,721,5.0,23,25,-0.01218253,1
46,40,4.586956521739131,16,9,4.875,115,172,-0.044262707,0
8,2,5.0,803,138,4.298879202988792,10,10,-0.036997214,1
18,17,5.0,2014,544,4.766137040714995,36,45,-0.028792769,0
2,1,2.0,31,10,4.354838709677419,1,10,0.028262405,1
9,9,4.777777777777778,759,60,4.661396574440053,92,114,-0.017035175,0
41,39,4.853658536585366,3,0,5.0,74,114,0.021740751,0
5,2,5.0,11,7,4.909090909090909,17,19,0.011829643,1
21,20,4.095238095238095,53,26,4.188679245283019,53,68,-0.006449928,0
1,1,1.0,56,21,4.553571428571429,14,166,-0.03101988,0
1,1,1.0,2185,733,4.383981693363844,36,39,0.031479605,0
12,10,4.75,165,23,4.793939393939394,23,35,0.03443242,0
2,2,3.0,6,1,3.5,2,4,-0.030107806,0
28,26,4.035714285714286,423,48,4.84160756501182,51,73,0.03380708,0
6,5,3.0,795,267,4.767295597484277,0,4,-0.013776494,1
6,6,5.0,1325,502,4.824150943396226,216,274,-0.0058803535,0
16,16,4.875,1664,468,4.6219951923076925,57,60,0.0052303877,0
6,5,4.833333333333333,24,7,4.541666666666667,18,32,-0.012908311,0
20,18,4.65,131,21,4.66412213740458,30,47,0.0145939905,0
3,3,5.0,100,45,4.92,3,8,-0.022237554,0
1,1,1.0,318,85,4.455974842767295,1,2,-0.032173887,0
19,19,5.0,157,27,4.471337579617835,20,25,0.018226024,0
8,8,4.125,117,19,4.495726495726496,35,44,-0.05685424,0
21,20,4.047619047619048,1881,372,4.594896331738437,37,110,-0.03102161,0
27,26,3.851851851851852,250,42,4.488,35,44,0.022973703,0
1,1,1.0,85,37,3.764705882352941,12,15,0.09158739,0
16,2,2.75,10,2,4.2,6,19,0.0048427028,1
1,1,5.0,93,42,4.763440860215054,9,11,0.011878051,0
7,7,4.0,301,153,4.837209302325581,27,28,-0.0014968894,0
2,2,5.0,326,104,4.579754601226994,2,5,0.014837202,0
1,1,1.0,1940,540,3.998453608247423,20,22,-0.01817994,0
2,2,1.5,123,41,4.186991869918699,31,31,0.0052281013,0
1,1,3.0,1,0,3.0,0,1,-0.015307669,0
1,1,5.0,589,284,4.777589134125637,13,17,0.020000273,0
4,4,5.0,48,4,4.395833333333333,4,6,0.05067894,0
17,15,4.352941176470588,26,5,4.846153846153846,135,184,0.00187384,0
12,11,4.666666666666667,2,0,5.0,44,192,0.046668574,0
7,1,5.0,15,1,4.8,7,21,0.032583997,1
9,7,3.888888888888889,522,146,4.653256704980843,21,56,-0.028721659,1
9,9,4.333333333333333,420,136,4.857142857142857,30,40,0.019007862,0
1,1,5.0,180,49,4.655555555555556,23,26,0.038750764,0
59,57,4.932203389830509,65,24,4.7846153846153845,85,92,-0.014523812,0
5,5,4.6,193,58,4.606217616580311,96,207,0.011832783,0
18,18,4.5,4,0,3.75,26,30,-0.04820716,0
3,1,5.0,3,3,5.0,0,6,0.0022694848,1
2,2,5.0,524,5,4.244274809160306,2,2,0.032922365,0
4,4,3.75,229,29,4.366812227074236,31,31,-0.05883537,1
3,3,5.0,3,1,5.0,61,83,-0.05503842,0
100,80,4.6,12,3,3.083333333333333,79,155,-0.030922178,1
1,1,5.0,780,221,4.705128205128205,2,2,0.003300092,0
24,23,4.416666666666667,51,7,4.901960784313726,41,60,0.0042557446,0
18,17,3.8333333333333335,5737,2141,4.457207599790832,84,102,-0.050427668,1
8,8,5.0,8,0,4.875,28,126,0.07421866,1
4,3,4.75,111,71,4.8108108108108105,12,16,0.047401946,0
11,10,4.727272727272728,331,21,4.628398791540786,19,41,-0.008781934,0
2,2,4.0,196,73,4.6938775510204085,4,6,0.060998127,0
2,2,3.0,223,71,4.538116591928251,19,23,-0.057902604,0
10,10,5.0,26,4,4.423076923076923,39,41,0.025845358,0
31,31,4.903225806451613,49,10,4.448979591836735,47,56,0.024799654,0
27,24,4.962962962962963,56,31,4.75,71,116,0.011991098,0
6,5,4.833333333333333,48,7,4.770833333333333,22,25,0.026400903,0
171,147,4.818713450292398,583,136,4.554030874785592,379,609,0.02919378,0
1,1,5.0,10,1,4.7,4,18,0.06736095,0
40,40,3.85,123,12,4.682926829268292,206,408,0.0393036,0
2,2,5.0,31,9,4.32258064516129,26,45,-0.015700337,0
68,63,4.911764705882353,239,51,4.7238493723849375,146,193,0.05354264,0
1,1,1.0,29,8,4.068965517241379,1,5,-0.04483385,1
1,1,5.0,1,0,5.0,3,10,-0.046133824,0
32,30,4.8125,2,0,5.0,98,123,-0.03923101,0
2,2,3.0,42,21,4.619047619047619,14,19,0.015941598,0
15,15,5.0,47,9,4.531914893617022,16,16,-0.0077193826,0
3,1,5.0,34,3,5.0,4,4,0.0093000075,1
41,38,4.853658536585366,2207,589,4.423198912550975,83,133,0.024884144,0
2,1,5.0,21,25,5.0,2,2,0.01411881,0
1,1,4.0,14,3,4.285714285714286,1,7,0.0548704,1
28,24,4.607142857142857,1630,3,4.638036809815951,54,89,0.040644813,0
10,10,4.6,48,10,4.458333333333333,26,39,0.04494291,0
2,2,3.0,23,0,5.0,6,8,0.06321654,0
10,9,4.6,2676,445,4.63677130044843,27,62,0.005273879,0
2,2,4.5,1648,713,4.334344660194175,10,10,0.0065034945,0
2,2,1.0,42,4,3.261904761904762,36,73,-0.006102601,0
6,6,4.333333333333333,9301,1177,4.3608214170519295,65,92,0.010991136,0
3,3,3.6666666666666665,73,10,4.821917808219178,20,29,-0.03985962,0
57,54,4.947368421052632,795,312,4.342138364779874,118,156,0.056680404,0
4,4,4.25,241,48,4.659751037344399,22,25,0.05293492,0
2,2,3.5,310,75,4.780645161290322,15,18,0.03497372,0
41,38,4.804878048780488,18,11,4.166666666666667,74,248,0.0048194462,0
3,3,5.0,359,119,4.782729805013927,68,102,0.030056912,0
37,35,4.918918918918919,191,8,4.801047120418848,9,41,-0.031941332,0
2,2,3.0,45,37,4.422222222222223,3,3,0.035849,0
1,1,5.0,14,1,4.357142857142857,11,12,-0.05727455,0
33,32,4.515151515151516,52,21,4.615384615384615,105,192,-0.018319394,1
12,12,5.0,4643,1018,4.841266422571613,26,35,-0.05823757,0
9,9,4.444444444444445,273,33,4.798534798534798,111,148,0.059440065,0
10,10,5.0,5,0,3.4,35,50,-0.0074217087,0
4,4,5.0,300,165,4.47,53,64,-0.018859608,1
35,34,4.942857142857143,13,2,4.846153846153846,9,31,-0.0317868,0
22,21,3.5454545454545454,1917,90,4.728742827334377,159,217,-0.016090538,0
4,4,4.5,1339,290,4.8267363704256905,49,108,-0.03334951,0
19,5,5.0,19,7,4.157894736842105,47,416,-0.032935653,1
16,15,4.625,1950,297,4.906153846153846,55,76,0.011244024,0
3,3,5.0,680,330,4.272058823529412,6,7,0.0021876586,0
3,3,5.0,1,0,5.0,2,8,0.030747384,0
21,21,4.714285714285714,192,35,4.666666666666667,31,68,-0.03095972,0
6,6,5.0,115,38,4.356521739130435,22,27,-0.033642355,1
25,24,4.12,223,68,4.753363228699552,98,149,0.025857426,0
2,2,3.0,76,34,2.986842105263158,37,145,-0.019657774,0
2,2,3.0,31,6,4.451612903225806,6,8,-0.015807478,0
6,6,4.5,757,483,4.767503302509907,28,49,0.042852324,0
26,25,4.346153846153846,623,132,4.841091492776886,29,33,-0.022228368,0
1,1,1.0,89,30,4.438202247191011,6,16,-0.04492155,0
17,16,4.705882352941177,5969,2109,4.730273077567432,32,43,0.062083643,0
5,5,5.0,34,13,4.941176470588236,30,35,0.0320677,0
46,37,4.608695652173913,116,13,4.862068965517241,70,93,-0.015976172,0
6,5,3.6666666666666665,63,5,4.523809523809524,30,55,-0.022610558,1
38,35,4.842105263157895,149,6,4.926174496644295,33,45,0.047775224,0
2,1,5.0,494,341,3.888663967611336,206,331,-0.05885503,1
19,19,4.578947368421052,506,230,4.57905138339921,42,54,0.030421818,0
5,5,4.6,725,153,4.721379310344828,9,17,0.044370778,0
52,51,4.730769230769231,315,97,4.714285714285714,133,239,-0.041846428,0
12,12,4.25,195,75,4.579487179487179,52,53,-0.041865755,1
5,5,4.8,825,250,4.683636363636364,25,122,0.017281845,1
2,2,3.0,8,5,5.0,1,2,-0.038029168,0
1,1,1.0,4,0,2.25,1,6,-0.023096882,0
9,8,4.888888888888889,87,25,4.919540229885057,13,18,-0.02820415,0
21,21,5.0,253,6,4.557312252964427,27,528,0.052822795,0
2,2,5.0,3068,930,4.320078226857888,0,2,0.009782932,0
4,4,4.5,297,174,4.653198653198653,9,10,-0.03351661,0
47,37,5.0,149,9,4.704697986577181,65,71,0.048417483,1
20,19,4.75,52,6,4.634615384615385,52,56,0.0327635,0
1,1,1.0,14,6,3.2142857142857144,3,5,-0.016030716,0
1,1,3.0,109,75,4.605504587155964,0,1,-0.0048567518,1
8,8,4.125,272,61,4.801470588235294,12,32,0.03345279,0
152,4,4.973684210526316,1,0,5.0,185,217,-0.023643585,1
21,21,4.857142857142857,1388,121,3.7082132564841497,28,42,0.0020672197,1
1,1,5.0,49,11,4.448979591836735,1,4,-0.03114357,1
8,8,5.0,71,29,4.985915492957746,46,86,0.03405554,0
16,2,2.75,4,0,4.0,6,19,0.0010109077,1
52,44,4.769230769230769,32,11,4.5,57,100,0.07332494,0
11,4,5.0,2,0,5.0,19,26,-0.023042643,1
1,1,5.0,443,39,4.239277652370204,1,4,0.054684393,0
12,11,4.75,42,20,4.976190476190476,144,185,0.01815543,0
8,8,4.375,37,5,4.378378378378378,53,99,-0.028157908,1
28,27,4.821428571428571,17,7,4.588235294117647,52,62,0.022993298,1
14,13,4.714285714285714,454,52,4.693832599118943,17,24,-0.0736125,0
1,1,1.0,54,15,4.314814814814815,16,30,0.016220337,0
24,22,4.75,2,0,3.0,22,212,-0.0059592114,0
72,67,4.513888888888889,8,2,4.875,93,127,0.02425158,0
1,1,1.0,38,10,3.684210526315789,10,17,0.015593409,0
6,5,5.0,5395,744,4.587210379981465,29,45,0.034817215,0
39,36,2.948717948717949,237,29,4.586497890295359,895,3383,-0.06237739,1
3,3,4.0,2,0,5.0,7,9,0.0076471604,0
65,60,4.707692307692308,510,83,4.607843137254902,132,217,0.027265716,0
37,31,5.0,122,98,4.073770491803279,185,431,-0.03721412,0
8,8,5.0,9648,813,4.776326699834162,15,15,0.005290214,0
1,1,1.0,189,51,4.64021164021164,9,10,-0.010044338,0
23,21,5.0,47,34,4.617021276595745,52,63,-0.07233961,1
12,12,4.583333333333333,1829,692,4.5686167304538,48,79,-0.00010065343,0
10,9,4.7,1195,471,4.661087866108787,26,27,-0.027484821,0
1,1,1.0,21,20,4.333333333333333,4,7,-0.031978197,0
1,1,1.0,12,3,3.8333333333333335,0,1,-0.03012258,0
20,3,5.0,9,0,5.0,24,38,-0.03713317,1
8,8,4.875,51,30,4.686274509803922,21,46,0.01649734,0
12,12,5.0,828,10,4.820048309178744,24,30,0.04068003,0
3,3,4.0,6,1,5.0,8,10,0.044647586,0
7,7,3.7142857142857135,2117,529,4.753424657534247,20,21,0.011376568,0
3,3,5.0,2,1,5.0,22,23,0.038705613,0
62,61,4.935483870967742,6342,845,4.4913276568905705,109,197,0.049928565,0
2,2,5.0,1493,992,4.470194239785666,0,2,0.03984218,1
7,7,5.0,400,376,5.0,20,20,-0.013872659,1
79,72,4.784810126582278,51,6,4.823529411764706,9,28,0.04119096,0
16,16,5.0,6,2,5.0,30,37,-0.04224367,0
1,1,5.0,52,19,4.961538461538462,2,7,0.0056072995,0
25,24,4.44,258,26,4.534883720930233,221,361,0.048205886,0
17,16,5.0,1563,98,4.949456174024312,18,19,-0.004120431,1
36,33,4.944444444444445,46,5,4.804347826086956,54,72,0.08172034,0
1,1,5.0,551,128,4.600725952813067,6,8,0.0517688,0
10,10,5.0,55,38,4.872727272727273,11,17,-0.026475625,0
2,2,5.0,13419,7747,4.75655737704918,61,85,-0.0069267815,0
18,17,4.777777777777778,64,15,3.375,55,58,0.08119795,0
6,6,4.833333333333333,327,96,4.559633027522936,39,83,0.0038752912,0
4,4,4.0,4,1,3.75,6,7,-0.05246516,0
25,25,4.88,4072,659,4.759332023575639,172,232,0.021504305,0
3,3,3.0,948,411,4.566455696202532,12,13,-0.020194493,0
5,5,4.8,34,13,4.617647058823529,23,37,0.038590632,0
40,39,4.9,450,49,4.697777777777778,125,209,-0.062339555,0
2,2,5.0,16,3,4.5,2,2,0.032087486,0
66,60,4.9393939393939394,137,42,4.649635036496351,29,76,0.031199312,0
10,10,4.4,3,0,4.0,32,360,-0.036021687,0
30,14,4.366666666666666,36,12,3.7222222222222223,229,567,-0.04190441,1
4,3,5.0,111,11,4.621621621621622,34,43,-0.038868625,0
11,4,1.0,9,0,4.222222222222222,5,87,-0.022349691,1
8,8,5.0,755,721,5.0,20,20,0.015962427,1
19,19,4.578947368421052,16076,4338,4.23096541428216,47,51,-0.005361357,0
1,1,4.0,320,102,4.696875,9,16,-0.017259037,0
37,30,4.216216216216216,1234,411,4.90356564019449,85,123,-0.00816199,0
3,3,5.0,12,2,3.9166666666666665,8,9,0.04113827,1
11,11,4.545454545454546,875,65,4.603428571428571,120,199,-0.0060884403,0
19,14,5.0,3274,836,4.748625534514355,211,403,0.010139886,0
45,44,4.888888888888889,29,4,4.827586206896552,58,63,0.017134089,0
3,3,5.0,84,48,4.011904761904762,2,24,-0.049303308,1
5,5,5.0,755,721,5.0,20,20,0.024104921,1
84,67,4.678571428571429,76,13,4.473684210526316,92,112,0.08074676,0
53,47,4.735849056603773,499,68,4.877755511022044,144,213,0.026730197,0
17,16,4.764705882352941,5998,2697,4.6945648549516505,30,36,-0.08988358,1
35,35,5.0,633,316,4.725118483412322,58,64,0.03953508,0
9,8,4.777777777777778,7,0,5.0,44,52,0.03674464,0
41,35,4.926829268292683,19,9,4.578947368421052,39,144,0.004814464,0
14,13,5.0,104,26,4.923076923076923,31,33,-0.024396123,0
11,10,4.727272727272728,15555,2533,4.424300867888139,36,37,0.046996634,0
5,5,5.0,18,7,4.555555555555555,11,12,0.033574607,0
28,27,5.0,1995,311,4.612531328320802,41,43,0.042745944,0
2,2,3.5,215,89,4.325581395348837,110,154,0.05449385,0
2,2,3.0,3,0,3.6666666666666665,1,24,-0.03971049,0
1,1,2.0,28,2,4.0,0,2,0.012936679,0
12,10,4.666666666666667,326,23,4.889570552147239,66,118,-0.028791066,0
1,1,1.0,550,37,4.694545454545454,0,1,-0.010393166,0
16,16,4.75,328,58,4.649390243902439,29,79,0.029002778,0
4,4,5.0,38,8,4.815789473684211,25,28,0.005953393,0
25,24,4.64,1170,509,4.271794871794872,21,23,0.080158405,0
9,8,4.444444444444445,1756,129,4.85250569476082,56,128,0.05946603,0
29,29,4.931034482758621,18,4,4.444444444444445,47,57,0.006253848,0
29,27,4.862068965517241,27,5,4.518518518518518,75,87,0.03707774,0
2,2,4.0,769,166,4.29778933680104,0,4,-0.016369766,0
1,1,1.0,13,4,1.2307692307692308,6,9,-0.02866901,1
13,13,5.0,338,57,4.763313609467455,40,53,-0.010158604,1
2,2,1.0,29,2,4.517241379310345,6,15,0.0040293653,0
1,1,1.0,42,7,4.714285714285714,7,15,-0.01753547,1
24,23,4.833333333333333,188,11,4.909574468085107,70,92,0.008050589,0
12,11,4.666666666666667,144,28,4.048611111111111,95,134,-0.08320207,0
1,1,1.0,35,6,4.285714285714286,8,11,0.01681684,1
2,1,2.0,16,2,3.8125,0,4,0.0005084844,0
6,5,4.333333333333333,2,0,5.0,10,17,0.010633412,0
1,1,2.0,6,0,3.6666666666666665,2,5,-0.020150695,0
1,1,1.0,286,89,4.629370629370629,63,75,-0.04354656,0
3,3,5.0,4,4,5.0,60,100,0.020867316,0
27,24,4.555555555555555,739,281,4.953991880920162,71,85,0.004740366,0
1,1,5.0,7,0,5.0,1,2,0.024092337,0
33,29,5.0,99,13,4.696969696969697,70,76,0.059236974,0
10,10,4.2,1356,572,4.759587020648968,199,376,0.035262372,0
35,35,4.685714285714286,11775,968,4.869554140127389,145,166,0.0015040021,0
1,1,2.0,1040,332,4.421153846153846,9,17,0.052992746,0
77,71,4.896103896103896,152,51,3.822368421052632,93,113,0.046931848,0
5,5,4.0,64,18,4.25,38,92,-0.08019971,0
1,1,5.0,712,160,4.780898876404494,19,24,0.0652171,0
30,30,4.9,35,14,4.828571428571428,105,125,0.00597312,0
21,20,5.0,1166,269,4.751286449399657,83,178,0.10116493,0
1,1,5.0,363,183,4.958677685950414,5,6,0.033863056,0
6,6,4.833333333333333,747,61,4.746987951807229,77,119,0.052436326,0
5,5,5.0,1340,398,4.701492537313433,7,7,0.022973703,1
6,6,5.0,53,9,4.584905660377358,79,133,0.093464576,0
8,7,5.0,96,27,4.520833333333333,12,13,-0.03526461,1
13,13,4.923076923076923,149,105,4.906040268456376,34,37,-0.0058795847,0
1,1,3.0,477,137,4.551362683438155,1,2,-0.001054009,1
10,10,5.0,28,8,5.0,118,144,0.040073168,0
57,38,4.701754385964913,98,43,4.73469387755102,62,74,-0.02996299,0
1,1,1.0,2,2,2.5,2,5,-0.02447316,0
11,11,4.818181818181818,373,244,4.466487935656836,14,22,0.05344134,0
1,1,5.0,92,44,3.75,9,16,0.02543185,0
4,4,4.0,67,20,3.925373134328358,5,8,-0.006318711,1
18,17,4.777777777777778,4,1,5.0,31,41,0.029732237,0
2,2,5.0,240,60,4.425,80,95,-0.005560502,0
4,4,5.0,121,10,4.537190082644628,4,4,0.020556271,0
2,2,3.0,19,1,4.2631578947368425,9,9,0.011157143,0
1,1,2.0,2,0,1.5,1,6,-0.026076734,1
87,82,4.413793103448276,1,0,5.0,269,392,-0.04172818,0
27,26,4.851851851851852,906,154,4.78476821192053,29,33,-0.043284483,0
23,23,5.0,122,24,4.901639344262295,71,77,0.034728177,0
3,3,2.333333333333333,11,4,4.181818181818182,6,8,-0.03164827,0
13,8,4.769230769230769,22,12,4.681818181818182,15,45,-0.006423254,1
2,1,5.0,5,0,4.2,12,92,-0.05558668,1
25,24,4.96,718,441,4.637883008356546,44,97,-0.0005799246,1
2,2,5.0,3,0,4.333333333333333,5,9,0.020867316,0
1,1,1.0,2,0,3.0,0,2,-0.07472683,0
1,1,5.0,1,0,5.0,1,3,0.039620634,0
40,2,5.0,9,8,4.666666666666667,13,43,0.0242615,1
16,16,4.625,28,14,4.821428571428571,77,84,-0.003487719,0
5,5,5.0,80,18,4.8375,25,33,0.0025044458,0
32,31,4.96875,13,6,3.3846153846153846,60,78,0.020867316,0
2,2,4.5,2,0,3.5,8,12,0.0075927763,0
1,1,1.0,461,136,4.5835140997830806,0,1,-0.01786158,0
84,75,4.880952380952381,42,11,4.880952380952381,45,107,0.013480931,0
2,2,3.0,162,91,4.888888888888889,99,143,0.0062455405,0
1,1,1.0,2,1,3.0,11,20,-0.0156889,0
35,34,4.571428571428571,18,1,4.833333333333333,44,50,-0.007839494,1
2,2,4.5,18,8,4.444444444444445,2,3,-0.008467102,0
2,2,5.0,22,2,4.181818181818182,8,11,0.026534325,0
10,10,4.9,1,0,5.0,115,180,0.09427308,0
9,9,5.0,16,1,4.9375,9,9,-0.029088221,0
1,1,1.0,13,14,3.615384615384616,11,24,-0.06645295,1
10,9,4.7,490,21,4.781632653061225,21,26,-0.046118323,0
23,23,5.0,488,34,4.284836065573771,76,131,-0.0003511025,0
36,34,5.0,1171,291,4.438087105038429,40,59,0.016808923,1
24,18,4.958333333333333,1184,186,4.719594594594595,23,48,-0.03648476,0
21,19,4.619047619047619,566,74,4.821554770318021,78,90,0.044626106,0
129,94,4.674418604651163,2,0,5.0,346,450,-0.0420552,0
2,2,2.5,77,29,4.207792207792208,33,43,-0.011526332,0
11,11,4.909090909090909,51,25,4.803921568627451,46,52,0.0036566353,0
42,38,4.333333333333333,1303,143,4.837298541826554,107,278,-0.01970827,0
37,36,4.8108108108108105,166,20,4.927710843373494,89,104,0.0022902351,0
9,8,5.0,160,41,4.65,19,38,0.011385064,1
22,22,4.5,77,30,4.922077922077922,294,481,-0.028011553,0
10,10,4.7,1291,320,4.786986831913246,43,62,-0.040770113,1
35,34,4.742857142857143,44,3,4.636363636363637,83,125,0.04824656,0
2,2,2.5,9237,4664,4.2513803182851575,1,2,-0.0011820833,1
3,3,5.0,3979,851,4.548881628549887,11,14,0.022485742,0
18,16,5.0,224,34,4.861607142857143,28,38,0.021026367,0
59,47,4.915254237288136,395,20,4.792405063291139,95,109,0.039099604,0
6,5,5.0,37,21,3.2972972972972974,15,16,0.0112487795,0
1,1,1.0,210,90,4.6571428571428575,2,2,0.0072996956,0
1,1,1.0,177,34,2.327683615819209,1,2,-0.013499453,1
5,5,5.0,25,7,4.64,6,9,-0.019218083,0
4,4,4.25,95,14,4.789473684210527,51,116,-0.04748756,0
2,1,5.0,29,5,4.689655172413793,3,6,0.00016693797,0
6,6,5.0,56,7,4.589285714285714,65,74,0.010652161,0
47,44,4.787234042553192,585,254,4.039316239316239,104,114,-0.03776388,0
2,2,5.0,7038,1268,4.768542199488491,56,81,0.021211201,1
1,1,4.0,26,1,4.769230769230769,1,3,-0.046634126,0
29,29,4.344827586206897,26,11,4.538461538461538,101,155,0.037624795,0
121,10,5.0,70,10,4.814285714285714,108,136,0.0538054,1
17,15,4.705882352941177,411,59,4.871046228710462,35,69,0.031425647,0
21,19,5.0,78,12,4.551282051282051,68,103,0.005279422,0
29,28,4.448275862068965,69,41,4.72463768115942,174,256,0.01655276,0
7,7,3.571428571428572,686,48,4.816326530612245,37,59,-0.014466328,1
8,8,4.875,2212,117,4.910488245931284,23,44,-0.042633202,0
2,2,3.0,4,0,3.75,4,7,0.03188739,1
6,6,5.0,52,23,4.384615384615385,58,64,-0.029787356,1
8,8,4.25,877,97,4.797035347776511,13,33,0.052214436,0
5,5,3.4,15,5,4.8,54,119,0.034534965,0
4,4,4.0,2,0,3.0,3,8,-0.08532597,0
12,10,5.0,155,38,4.916129032258064,24,31,-0.0015964826,0
12,9,2.75,9,1,4.444444444444445,18,73,-0.028226992,1
77,69,5.0,12,8,5.0,209,264,-0.0020900143,1
2,2,5.0,52,0,4.076923076923077,31,41,0.057791505,0
1,1,1.0,1,1,1.0,1,2,-0.016602399,0
6,6,3.8333333333333335,1669,502,4.626722588376273,12,16,0.04600539,0
7,7,4.285714285714286,157,65,4.707006369426751,8,13,-0.011985867,0
4,4,4.75,218,91,4.302752293577981,8,11,-0.05960613,0
1,1,1.0,123,8,4.463414634146342,1,3,-0.04584873,0
28,26,4.892857142857143,735,299,4.8040816326530615,70,87,-0.056495387,0
1,1,1.0,59,44,3.8135593220338975,0,1,-0.027996799,1
3,3,5.0,709,196,4.184767277856135,4,6,-0.005653315,1
9,8,4.555555555555555,51,1,4.862745098039215,65,89,-0.053401202,1
1,1,2.0,11,11,3.090909090909091,5,6,0.028816551,0
19,19,4.894736842105263,119,25,4.663865546218488,61,86,-0.011991108,0
28,24,3.9642857142857135,18,6,3.0,60,107,-0.03806147,1
12,12,5.0,8,4,4.0,46,69,0.0038581549,0
19,19,4.7368421052631575,10627,2037,4.853392302625388,37,42,-0.04040507,0
59,56,4.322033898305085,114,9,4.701754385964913,105,141,0.032075375,0
30,24,4.4,228,52,4.692982456140351,138,181,0.046382908,0
2,2,5.0,121,11,4.107438016528926,21,26,0.010161743,0
30,30,4.8,1174,135,4.735945485519591,66,95,-0.0020866422,0
7,6,4.857142857142857,39,8,4.717948717948718,8,10,-0.039325085,0
18,16,4.777777777777778,126,9,4.325396825396825,137,318,-0.044266414,0
18,18,4.777777777777778,22,3,4.818181818181818,24,34,0.017227458,0
3,3,5.0,2382,907,4.751469353484467,12,15,-0.0053261104,0
4,4,5.0,1,0,5.0,5,5,0.046584506,0
1,1,5.0,4396,1425,4.713148316651502,9,14,0.058637604,0
13,8,5.0,14,3,4.571428571428571,6,6,-0.017391566,0
1,1,5.0,351,145,4.284900284900285,15,16,0.02135311,0
32,32,4.9375,9015,1810,4.920798668885191,39,42,-0.010000259,0
32,30,4.9375,2548,868,4.82221350078493,38,47,0.010604672,0
164,149,4.737804878048781,1179,202,4.842239185750636,294,363,0.016924754,0
71,70,4.450704225352113,190,60,4.036842105263158,173,336,0.025196198,0
2,2,5.0,1,1,5.0,3,3,0.009318966,0
11,10,4.909090909090909,882,159,4.426303854875283,42,57,0.02350702,0
1,1,5.0,2284,1433,4.5713660245183885,18,21,0.02097016,0
23,20,4.826086956521739,238,40,4.638655462184874,43,65,0.014317016,1
20,1,5.0,7,0,5.0,20,140,-0.020636253,1
43,39,4.604651162790698,321,86,3.984423676012461,73,93,0.023101442,0
3,3,4.333333333333333,405,37,4.88641975308642,18,19,-0.024195079,0
14,14,4.071428571428571,398,189,4.773869346733668,195,225,0.022358947,0
5,5,4.4,262,31,4.690839694656488,6,12,-0.026526464,1
2,2,3.0,1,0,1.0,1,3,0.023855878,1
38,37,4.184210526315789,61,10,4.786885245901639,120,171,-0.04909186,0
86,79,4.290697674418604,43,16,4.674418604651163,79,125,0.043948513,0
7,6,5.0,285,94,4.533333333333333,40,51,0.06732695,0
3,3,5.0,146,39,4.458904109589041,14,14,0.013028029,0
3,3,5.0,558,277,4.931899641577061,29,57,-0.026414152,0
1,1,3.0,481,43,4.893970893970894,4,42,-0.009558402,1
23,21,4.826086956521739,28,12,4.821428571428571,68,75,0.021701396,0
82,73,4.560975609756097,23,3,3.391304347826087,88,135,-0.015250059,0
1,1,5.0,38,11,4.394736842105263,5,6,0.009088016,0
25,25,4.68,6,0,4.0,57,77,0.0237772,0
2,2,3.5,2182,300,4.657195233730523,3,7,0.0048527727,0
1,1,1.0,66,0,2.3484848484848486,1,2,-0.031005532,1
2,2,5.0,907,798,4.522601984564498,0,2,-0.069035254,1
11,11,4.545454545454546,29,11,4.586206896551724,81,101,0.004759026,0
4,4,3.5,154,16,4.681818181818182,15,48,-0.0050874287,1
8,8,4.125,110,36,4.763636363636364,78,116,-0.00090307795,1
13,11,3.692307692307693,26,9,4.730769230769231,14,19,0.04773468,0
3,3,4.333333333333333,15,5,4.4,6,7,-0.06699666,0
2,2,4.5,217,94,4.345622119815668,4,11,-0.052232653,1
3,3,2.6666666666666665,573,118,4.214659685863874,133,156,0.0067202253,0
133,126,4.714285714285714,35,16,4.714285714285714,108,260,0.007841039,0
1,1,1.0,7,1,2.857142857142857,0,5,-0.03653561,0
21,20,3.523809523809524,75,26,4.866666666666666,109,158,0.046173304,0
24,24,3.9583333333333335,39,17,4.307692307692308,147,180,-0.041884266,1
26,26,4.653846153846154,8823,888,4.816955684007708,45,102,0.02680608,0
1,1,5.0,15861,7673,4.394804867284535,29,55,0.018033603,1
3,3,5.0,335,127,4.6,17,28,0.012338268,0
1,1,2.0,47,27,4.042553191489362,16,83,-0.008278071,0
14,14,4.642857142857143,39,22,4.794871794871795,35,76,-0.03873964,0
44,42,4.909090909090909,506,75,4.379446640316205,59,62,-0.0018733506,1
1,1,1.0,36,12,3.4166666666666665,18,23,-0.03680377,0
12,11,4.916666666666667,98,13,3.591836734693877,16,16,0.0036839761,0
2,1,5.0,1,0,5.0,5,8,-0.05334851,0
4,1,1.75,5,1,4.8,17,37,0.010807683,0
23,23,4.565217391304348,490,84,4.771428571428571,83,184,0.0057163853,0
12,11,4.666666666666667,104,52,4.673076923076923,40,55,-0.0520511,0
13,12,4.923076923076923,191,52,4.445026178010472,61,76,0.021580718,0
2,2,3.5,29,11,4.517241379310345,2,5,-0.0037930515,0
